Bell No,Actual Time,SJF Model,Kalman Slow Model,RWP Model,Metronomic Model
1,0,0,0,183.774,0
2,180,226.522,226.522,394.279,208.698
3,370,453.043,453.043,604.784,417.395
4,720,679.565,679.565,815.289,626.093
5,890,906.087,906.087,1025.79,834.79
6,1120,1132.61,1132.61,1236.3,1043.49
7,1420,1359.13,1359.13,1446.8,1252.19
8,1670,1585.65,1585.65,1657.31,1460.88
9,1850,1812.17,1812.17,1867.82,1669.58
10,2220,2038.7,2038.7,2078.32,1878.28
11,2490,2265.22,2265.22,2288.83,2086.98
12,2660,2491.74,2491.74,2499.33,2295.67
1,2780,2718.26,2718.26,2709.84,2504.37
2,2960,2944.78,2944.78,2920.34,2713.07
3,3230,3171.3,3171.3,3130.85,2921.77
4,3370,3397.83,3397.83,3341.35,3130.46
5,3440,3624.35,3624.35,3551.86,3339.16
6,3710,3850.87,3850.87,3762.36,3547.86
7,3990,4077.39,4077.39,3972.87,3756.56
8,4150,4303.91,4303.91,4183.37,3965.25
9,4410,4530.43,4530.43,4393.88,4173.95
10,4690,4756.96,4756.96,4604.38,4382.65
11,4980,4983.48,4983.48,4814.89,4591.35
12,5210,5210,5210,5025.39,4800.04
1,5640,5605.79,5531.99,5578.36,5217.44
2,5840,5814.8,5753.86,5788.86,5426.14
3,6050,6023.81,5975.72,5999.37,5634.83
4,6220,6232.81,6197.59,6209.87,5843.53
5,6400,6441.82,6419.45,6420.38,6052.23
6,6580,6650.83,6641.31,6630.88,6260.93
7,6850,6859.84,6863.18,6841.39,6469.62
8,7050,7068.84,7085.04,7051.89,6678.32
9,7260,7277.85,7306.91,7262.4,6887.02
10,7520,7486.86,7528.77,7472.9,7095.72
11,7680,7695.87,7750.64,7683.41,7304.41
12,7910,7904.87,7972.5,7893.91,7513.11
1,8160,8113.88,8194.36,8104.42,7721.81
2,8310,8322.89,8416.23,8314.92,7930.51
3,8570,8531.9,8638.09,8525.43,8139.2
4,8720,8740.9,8859.96,8735.93,8347.9
5,8920,8949.91,9081.82,8946.44,8556.6
6,9120,9158.92,9303.69,9156.95,8765.3
7,9340,9367.93,9525.55,9367.45,8973.99
8,9510,9576.93,9747.41,9577.96,9182.69
9,9720,9785.94,9969.28,9788.46,9391.39
10,10040,9994.95,10191.1,9998.97,9600.09
11,10150,10204,10413,10209.5,9808.78
12,10420,10413,10634.9,10420,10017.5
1,10890,10875.1,10895.3,10873.1,10434.9
2,11110,11080.3,11110.7,11079,10643.6
3,11290,11285.6,11326,11284.9,10852.3
4,11550,11490.9,11541.4,11490.8,11061
5,11740,11696.2,11756.8,11696.7,11269.7
6,11940,11901.4,11972.2,11902.6,11478.4
7,12140,12106.7,12187.6,12108.5,11687.1
8,12310,12312,12402.9,12314.3,11895.8
9,12510,12517.3,12618.3,12520.2,12104.5
10,12720,12722.5,12833.7,12726.1,12313.2
11,12880,12927.8,13049.1,12932,12521.9
12,13090,13133.1,13264.4,13137.9,12730.5
1,13360,13338.4,13479.8,13343.8,12939.2
2,13540,13543.6,13695.2,13549.7,13147.9
3,13820,13748.9,13910.6,13755.6,13356.6
4,13960,13954.2,14126,13961.4,13565.3
5,14180,14159.5,14341.3,14167.3,13774
6,14390,14364.7,14556.7,14373.2,13982.7
7,14620,14570,14772.1,14579.1,14191.4
8,14720,14775.3,14987.5,14785,14400.1
9,14940,14980.6,15202.9,14990.9,14608.8
10,15120,15185.8,15418.2,15196.8,14817.5
11,15360,15391.1,15633.6,15402.6,15026.2
12,15600,15596.4,15849,15608.5,15234.9
1,16110,16055.7,16120.7,16056.8,15652.3
2,16300,16259.6,16330.2,16260.7,15861
3,16500,16463.5,16539.8,16464.6,16069.7
4,16640,16667.3,16749.3,16668.6,16278.4
5,16840,16871.2,16958.8,16872.5,16487.1
6,17020,17075.1,17168.3,17076.5,16695.8
7,17300,17279,17377.8,17280.4,16904.5
8,17490,17482.9,17587.3,17484.3,17113.2
9,17700,17686.8,17796.8,17688.3,17321.9
10,17930,17890.6,18006.3,17892.2,17530.6
11,18060,18094.5,18215.8,18096.2,17739.3
12,18280,18298.4,18425.3,18300.1,17948
1,18560,18502.3,18634.8,18504.1,18156.7
2,18720,18706.2,18844.3,18708,18365.4
3,18930,18910,19053.8,18911.9,18574.1
4,19090,19113.9,19263.3,19115.9,18782.8
5,19300,19317.8,19472.8,19319.8,18991.5
6,19490,19521.7,19682.3,19523.8,19200.2
7,19700,19725.6,19891.8,19727.7,19408.9
8,19890,19929.4,20101.3,19931.6,19617.6
9,20090,20133.3,20310.8,20135.6,19826.3
10,20360,20337.2,20520.3,20339.5,20035
11,20530,20541.1,20729.8,20543.5,20243.7
12,20820,20745,20939.3,20747.4,20452.4
1,21230,21204,21269.3,21199.1,20869.8
2,21420,21407.5,21474.9,21403.2,21078.5
3,21660,21611.1,21680.5,21607.2,21287.1
4,21810,21814.6,21886.1,21811.2,21495.8
5,22010,22018.2,22091.7,22015.2,21704.5
6,22190,22221.7,22297.4,22219.3,21913.2
7,22440,22425.3,22503,22423.3,22121.9
8,22620,22628.8,22708.6,22627.3,22330.6
9,22810,22832.3,22914.2,22831.3,22539.3
10,23050,23035.9,23119.8,23035.4,22748
11,23230,23239.4,23325.4,23239.4,22956.7
12,23440,23443,23531,23443.4,23165.4
1,23660,23646.5,23736.6,23647.4,23374.1
2,23830,23850.1,23942.2,23851.5,23582.8
3,24090,24053.6,24147.8,24055.5,23791.5
4,24260,24257.1,24353.4,24259.5,24000.2
5,24450,24460.7,24559.1,24463.5,24208.9
6,24630,24664.2,24764.7,24667.5,24417.6
7,24840,24867.8,24970.3,24871.6,24626.3
8,25010,25071.3,25175.9,25075.6,24835
9,25250,25274.9,25381.5,25279.6,25043.7
10,25470,25478.4,25587.1,25483.6,25252.4
11,25730,25681.9,25792.7,25687.7,25461.1
12,25960,25885.5,25998.3,25891.7,25669.8
1,26410,26355.4,26401,26362.3,26087.2
2,26600,26559.9,26605,26566.5,26295.9
3,26780,26764.5,26809.1,26770.7,26504.6
4,26950,26969,27013.1,26975,26713.3
5,27150,27173.5,27217.2,27179.2,26922
6,27370,27378.1,27421.2,27383.4,27130.7
7,27580,27582.6,27625.3,27587.6,27339.4
8,27790,27787.2,27829.3,27791.8,27548.1
9,27990,27991.7,28033.4,27996.1,27756.8
10,28230,28196.2,28237.4,28200.3,27965.5
11,28410,28400.8,28441.5,28404.5,28174.2
12,28620,28605.3,28645.6,28608.7,28382.9
1,28840,28809.9,28849.6,28812.9,28591.6
2,28990,29014.4,29053.7,29017.2,28800.3
3,29230,29218.9,29257.7,29221.4,29009
4,29410,29423.5,29461.8,29425.6,29217.7
5,29600,29628,29665.8,29629.8,29426.4
6,29810,29832.6,29869.9,29834.1,29635.1
7,30030,30037.1,30073.9,30038.3,29843.7
8,30190,30241.7,30278,30242.5,30052.4
9,30410,30446.2,30482.1,30446.7,30261.1
10,30630,30650.7,30686.1,30650.9,30469.8
11,30890,30855.3,30890.2,30855.2,30678.5
12,31150,31059.8,31094.2,31059.4,30887.2
1,31580,31521.9,31532.8,31521.5,31304.6
2,31750,31725.5,31736.4,31725.2,31513.3
3,31970,31929.1,31940,31928.9,31722
4,32080,32132.7,32143.6,32132.6,31930.7
5,32280,32336.2,32347.2,32336.3,32139.4
6,32500,32539.8,32550.8,32540.1,32348.1
7,32760,32743.4,32754.4,32743.8,32556.8
8,32940,32947,32958,32947.5,32765.5
9,33150,33150.6,33161.6,33151.2,32974.2
10,33390,33354.2,33365.2,33354.9,33182.9
11,33560,33557.8,33568.8,33558.6,33391.6
12,33770,33761.4,33772.4,33762.3,33600.3
1,33990,33965,33976,33966,33809
2,34190,34168.6,34179.6,34169.7,34017.7
3,34400,34372.2,34383.2,34373.4,34226.4
4,34580,34575.8,34586.8,34577.2,34435.1
5,34760,34779.4,34790.4,34780.9,34643.8
6,34940,34983,34994,34984.6,34852.5
7,35200,35186.5,35197.6,35188.3,35061.2
8,35350,35390.1,35401.2,35392,35269.9
9,35550,35593.7,35604.7,35595.7,35478.6
10,35780,35797.3,35808.3,35799.4,35687.3
11,36010,36000.9,36011.9,36003.1,35896
12,36260,36204.5,36215.5,36206.8,36104.7
1,36700,36666.8,36665.4,36661.9,36522.1
2,36880,36869.9,36868.9,36865.6,36730.8
3,37080,37073.1,37072.4,37069.2,36939.5
4,37270,37276.3,37275.9,37272.8,37148.2
5,37470,37479.5,37479.3,37476.5,37356.9
6,37680,37682.6,37682.8,37680.1,37565.6
7,37890,37885.8,37886.3,37883.8,37774.3
8,38090,38089,38089.8,38087.4,37983
9,38280,38292.1,38293.3,38291,38191.6
10,38540,38495.3,38496.8,38494.7,38400.3
11,38660,38698.5,38700.2,38698.3,38609
12,38890,38901.7,38903.7,38901.9,38817.7
1,39130,39104.8,39107.2,39105.6,39026.4
2,39280,39308,39310.7,39309.2,39235.1
3,39490,39511.2,39514.2,39512.8,39443.8
4,39740,39714.4,39717.6,39716.5,39652.5
5,39900,39917.5,39921.1,39920.1,39861.2
6,40110,40120.7,40124.6,40123.7,40069.9
7,40360,40323.9,40328.1,40327.4,40278.6
8,40490,40527.1,40531.6,40531,40487.3
9,40690,40730.2,40735.1,40734.7,40696
10,40940,40933.4,40938.5,40938.3,40904.7
11,41120,41136.6,41142,41141.9,41113.4
12,41410,41339.8,41345.5,41345.6,41322.1
1,41860,41813.7,41805.3,41806.1,41739.5
2,42050,42016.9,42008.9,42010.2,41948.2
3,42240,42220,42212.6,42214.3,42156.9
4,42420,42423.1,42416.2,42418.4,42365.6
5,42610,42626.2,42619.8,42622.5,42574.3
6,42820,42829.3,42823.5,42826.6,42783
7,43040,43032.4,43027.1,43030.8,42991.7
8,43240,43235.6,43230.7,43234.9,43200.4
9,43410,43438.7,43434.3,43439,43409.1
10,43680,43641.8,43638,43643.1,43617.8
11,43840,43844.9,43841.6,43847.2,43826.5
12,44070,44048,44045.2,44051.3,44035.2
1,44280,44251.1,44248.8,44255.4,44243.9
2,44490,44454.3,44452.5,44459.5,44452.6
3,44680,44657.4,44656.1,44663.6,44661.3
4,44850,44860.5,44859.7,44867.7,44870
5,45050,45063.6,45063.3,45071.8,45078.7
6,45220,45266.7,45267,45275.9,45287.4
7,45470,45469.8,45470.6,45480,45496.1
8,45620,45672.9,45674.2,45684.1,45704.8
9,45830,45876.1,45877.8,45888.2,45913.5
10,46050,46079.2,46081.5,46092.3,46122.2
11,46300,46282.3,46285.1,46296.4,46330.9
12,46560,46485.4,46488.7,46500.6,46539.6
1,47030,46959.6,46957.8,46961.4,46956.9
2,47210,47164.4,47161.9,47166.2,47165.6
3,47360,47369.1,47366.1,47371,47374.3
4,47570,47573.9,47570.2,47575.8,47583
5,47790,47778.7,47774.3,47780.6,47791.7
6,47960,47983.5,47978.5,47985.4,48000.4
7,48190,48188.2,48182.6,48190.2,48209.1
8,48370,48393,48386.7,48395,48417.8
9,48570,48597.8,48590.9,48599.8,48626.5
10,48800,48802.5,48795,48804.6,48835.2
11,48980,49007.3,48999.1,49009.5,49043.9
12,49200,49212.1,49203.3,49214.3,49252.6
1,49420,49416.8,49407.4,49419.1,49461.3
2,49620,49621.6,49611.5,49623.9,49670
3,49820,49826.4,49815.7,49828.7,49878.7
4,50030,50031.1,50019.8,50033.5,50087.4
5,50250,50235.9,50223.9,50238.3,50296.1
6,50430,50440.7,50428.1,50443.1,50504.8
7,50660,50645.4,50632.2,50647.9,50713.5
8,50840,50850.2,50836.4,50852.7,50922.2
9,51050,51055,51040.5,51057.5,51130.9
10,51250,51259.8,51244.6,51262.3,51339.6
11,51480,51464.5,51448.8,51467.1,51548.3
12,51720,51669.3,51652.9,51671.9,51757
2,52160,52149.2,52128.9,52144.4,52174.4
1,52410,52353.4,52333.6,52349.4,52383.1
3,52580,52557.5,52538.4,52554.4,52591.8
5,52760,52761.7,52743.1,52759.3,52800.5
4,52950,52965.9,52947.9,52964.3,53009.2
7,53210,53170.1,53152.6,53169.3,53217.9
6,53400,53374.2,53357.4,53374.3,53426.6
9,53570,53578.4,53562.1,53579.3,53635.3
8,53750,53782.6,53766.8,53784.2,53844
11,53920,53986.7,53971.6,53989.2,54052.7
10,54200,54190.9,54176.3,54194.2,54261.4
12,54370,54395.1,54381.1,54399.2,54470.1
2,54670,54599.3,54585.8,54604.2,54678.8
3,54860,54803.4,54790.6,54809.1,54887.5
1,55040,55007.6,54995.3,55014.1,55096.2
4,55250,55211.8,55200.1,55219.1,55304.8
5,55430,55416,55404.8,55424.1,55513.5
6,55600,55620.1,55609.6,55629.1,55722.2
7,55820,55824.3,55814.3,55834,55930.9
8,56020,56028.5,56019.1,56039,56139.6
9,56220,56232.7,56223.8,56244,56348.3
10,56420,56436.8,56428.6,56449,56557
11,56580,56641,56633.3,56654,56765.7
12,56850,56845.2,56838.1,56858.9,56974.4
3,57380,57330.3,57304.4,57324.2,57391.8
2,57610,57533.6,57509.4,57528.5,57600.5
4,57750,57737,57714.4,57732.8,57809.2
1,58000,57940.3,57919.4,57937.1,58017.9
6,58140,58143.6,58124.4,58141.4,58226.6
5,58330,58347,58329.4,58345.7,58435.3
8,58550,58550.3,58534.4,58550,58644
7,58790,58753.7,58739.4,58754.3,58852.7
10,58940,58957,58944.4,58958.7,59061.4
9,59070,59160.4,59149.3,59163,59270.1
11,59290,59363.7,59354.3,59367.3,59478.8
12,59520,59567,59559.3,59571.6,59687.5
2,59800,59770.4,59764.3,59775.9,59896.2
3,60010,59973.7,59969.3,59980.2,60104.9
4,60240,60177.1,60174.3,60184.5,60313.6
6,60410,60380.4,60379.3,60388.8,60522.3
1,60650,60583.8,60584.3,60593.2,60731
8,60810,60787.1,60789.3,60797.5,60939.7
5,60970,60990.5,60994.3,61001.8,61148.4
10,61150,61193.8,61199.3,61206.1,61357.1
7,61400,61397.1,61404.3,61410.4,61565.8
11,61560,61600.5,61609.3,61614.7,61774.5
9,61770,61803.8,61814.3,61819,61983.2
12,62030,62007.2,62019.3,62023.3,62191.9
2,62460,62476.8,62470.5,62473.4,62609.3
4,62630,62681.1,62675.5,62677.9,62818
3,62900,62885.5,62880.4,62882.4,63026.7
1,63120,63089.8,63085.3,63086.9,63235.4
6,63260,63294.1,63290.2,63291.4,63444.1
5,63450,63498.5,63495.1,63495.8,63652.7
8,63720,63702.8,63700,63700.3,63861.4
7,63950,63907.2,63905,63904.8,64070.1
10,64130,64111.5,64109.9,64109.3,64278.8
9,64270,64315.8,64314.8,64313.8,64487.5
11,64430,64520.2,64519.7,64518.3,64696.2
12,64730,64724.5,64724.6,64722.8,64904.9
4,64970,64928.8,64929.5,64927.2,65113.6
2,65170,65133.2,65134.4,65131.7,65322.3
3,65380,65337.5,65339.4,65336.2,65531
6,65530,65541.9,65544.3,65540.7,65739.7
1,65810,65746.2,65749.2,65745.2,65948.4
8,65970,65950.5,65954.1,65949.7,66157.1
5,66100,66154.9,66159,66154.2,66365.8
10,66360,66359.2,66363.9,66358.6,66574.5
7,66610,66563.5,66568.9,66563.1,66783.2
11,66700,66767.9,66773.8,66767.6,66991.9
9,66940,66972.2,66978.7,66972.1,67200.6
12,67210,67176.6,67183.6,67176.6,67409.3
4,67620,67649,67643.2,67648.5,67826.7
3,67830,67854,67848.3,67853.5,68035.4
2,68070,68058.9,68053.4,68058.4,68244.1
1,68310,68263.9,68258.5,68263.4,68452.8
